Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75
8600	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	4	4	2	11	2	2	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	16	4	4	5	5	4	4	2	4	2	2	5	5	4	4	5	5	4	16	5	5	4	4	4	4	4	4	4	4	4	3	2	4	6	2	6	6	6	6	6	6
8700	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	4	5	4	4	4	4	4	4	4	4	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	4	4	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	11	2	7	2	7	4	4	4	16	4	4	4	4	7	4	2	2	5	5	5	5	5	5	5	16	5	5	4	16	4	4	4	4	4	4	12	3	1	12	6	2	6	6	6	6	6	6
8800	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	4	4	11	11	2	11	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	16	16	4	4	5	5	4	4	4	16	2	11	5	5	5	5	4	16	5	5	5	5	4	4	4	4	4	4	4	4	4	3	2	4	6	2	6	6	6	6	6	6
8900	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	11	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	4	4	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	2	2	18	2	4	4	4	5	4	4	4	4	2	4	6	18	4	4	4	16	5	5	5	5	5	5	4	4	4	4	4	4	4	4	2	3	2	11	2	2	6	6	6	6	6	6
9000	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	4	4	2	11	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	16	5	5	4	4	4	4	2	4	6	2	5	5	16	16	4	16	5	5	5	5	4	4	4	4	4	4	12	12	3	3	2	12	2	2	6	6	6	6	6	6
9100	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	4	4	2	2	11	11	2	11	2	2	2	2	2	2	2	2	2	9	11	11	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	5	5	4	4	18	16	6	18	5	5	4	4	5	5	5	5	5	5	4	16	4	4	10	4	4	10	2	3	2	11	2	2	6	6	6	6	6	6
9200	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	11	11	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	4	5	5	4	4	4	16	6	4	6	6	5	5	4	5	4	4	4	4	5	5	4	4	4	4	4	4	3	4	3	3	6	3	6	6	6	6	6	6	6	6
9300	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	5	16	4	4	16	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	3	12	11	2	2	2	4	11	12	12	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	9	16	16	4	4	4	4	4	16	9	16	6	1	5	5	5	5	5	5	16	16	5	5	2	16	4	4	2	4	2	2	3	3	3	9	1	2	6	6	6	6	6	6
9400	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	16	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	3	12	2	2	11	2	2	2	2	11	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	18	2	2	2	18	18	2	9	16	4	4	16	4	4	5	5	2	4	6	18	4	4	5	5	4	16	5	16	5	5	4	4	4	4	4	4	4	4	3	3	9	12	2	2	6	6	6	6	6	6
9500	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	11	2	2	2	4	4	2	11	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	4	4	4	4	4	4	4	5	2	4	6	7	4	16	4	4	5	5	5	5	5	5	4	4	4	4	4	4	4	12	12	3	2	4	7	1	6	6	6	6	6	6
9600	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	16	5	5	5	16	16	4	4	5	5	16	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	11	2	11	11	11	11	2	11	2	2	2	2	2	2	9	9	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	16	4	4	16	4	4	4	4	2	16	6	18	5	5	5	16	4	16	5	5	5	5	4	4	4	4	12	4	12	12	3	3	18	12	2	2	6	6	6	6	6	6
9700	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	5	16	4	4	3	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	11	4	4	12	2	2	2	2	11	11	11	11	2	11	2	2	2	2	2	2	9	9	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	6	2	3	12	12	4	4	16	4	4	2	3	6	6	5	5	5	5	5	5	16	16	5	5	4	16	4	4	4	4	3	4	3	3	2	3	6	2	6	6	6	6	6	6
9800	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	11	11	4	11	11	2	2	2	2	2	9	9	9	9	2	9	2	11	2	2	2	2	2	2	2	2	9	2	2	9	5	5	16	16	4	4	4	4	3	16	6	2	5	5	5	16	5	5	5	5	5	5	4	16	4	4	4	4	12	4	3	3	2	12	3	9	6	6	6	6	6	6
9900	6	6	6	6	6	6	3	3	15	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	16	5	4	4	2	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	3	4	3	12	2	2	2	2	3	3	9	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	2	4	4	16	4	4	2	2	6	2	16	16	5	5	16	16	16	16	5	5	3	16	12	4	3	12	3	3	3	15	2	3	2	2	6	6	6	6	6	6
10000	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	5	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	11	12	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	9	9	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	16	5	4	16	2	4	6	2	5	16	5	5	5	5	5	5	15	5	3	15	4	4	3	4	3	3	3	3	2	3	2	2	6	6	6	6	6	6
10100	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	11	2	9	2	3	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	11	4	2	11	2	11	2	2	11	2	2	9	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	5	4	4	4	4	4	4	2	4	6	6	5	5	4	4	16	16	16	16	5	5	3	16	4	4	3	4	3	3	3	3	6	3	2	2	6	6	6	6	6	6
10200	6	6	6	6	6	6	3	3	3	3	4	4	12	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	9	9	2	2	2	2	2	2	2	2	4	4	2	12	2	2	11	2	2	11	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	16	5	4	4	16	16	4	4	2	16	6	2	4	16	4	4	1	4	5	5	5	5	5	5	4	4	3	12	7	3	3	3	2	7	2	2	6	6	6	6	6	6
10300	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	5	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	11	4	4	2	2	2	2	2	2	2	2	2	2	2	2	9	9	2	2	2	9	2	2	2	2	2	2	2	2	2	2	4	4	16	16	4	4	4	16	4	4	6	2	16	16	5	5	12	16	5	5	5	5	5	5	4	4	4	4	12	12	4	3	4	12	2	4	6	6	6	6	6	6
10400	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	11	2	4	12	2	9	2	2	2	2	2	2	2	2	2	4	11	12	2	2	2	2	2	2	2	2	2	11	2	2	2	2	2	2	11	11	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	5	5	2	16	6	2	4	16	5	5	4	4	5	5	5	5	5	5	4	4	4	4	2	4	4	3	7	11	2	7	6	6	6	6	6	6
10500	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	5	5	2	16	6	9	4	16	5	5	4	4	5	5	4	4	5	5	4	4	4	4	4	4	4	3	3	4	2	2	6	6	6	6	6	6
10600	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	5	16	5	5	5	5	5	5	5	5	5	16	2	4	5	5	13	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	10	10	1	13	4	4	4	4	2	10	6	2	5	5	5	5	2	2	2	14	14	5	5	5	4	4	3	4	2	3	3	3	2	2	2	2	6	6	6	6	6	6
10700	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	12	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	3	9	2	2	2	2	2	2	2	2	2	4	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	1	2	1	1	2	1	2	2	4	4	4	4	2	5	4	4	2	11	6	18	4	5	5	5	4	12	4	4	4	4	5	5	4	4	4	4	4	4	3	3	2	12	18	2	6	6	6	6	6	6
10800	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	3	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	11	4	4	2	2	2	2	2	2	2	2	3	3	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	5	4	4	4	4	18	4	6	18	5	5	5	5	4	4	5	5	4	16	16	16	4	4	4	4	4	4	2	3	2	11	2	2	6	6	6	6	6	6
10900	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	3	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	11	11	11	2	2	2	2	2	2	2	2	3	3	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	5	4	4	4	4	2	4	6	2	4	16	5	5	4	4	4	4	5	5	5	5	4	4	4	4	4	4	3	3	2	12	2	2	6	6	6	6	6	6
11000	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	5	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	12	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	11	11	11	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	4	4	4	4	5	5	4	16	3	12	6	2	5	5	5	5	5	5	5	5	16	16	5	16	4	4	4	4	2	16	2	3	2	2	2	2	6	6	6	6	6	6
11100	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	2	4	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	2	3	9	9	9	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	4	4	4	4	4	16	2	4	6	2	16	16	5	5	4	4	16	16	4	16	4	16	4	4	4	4	4	4	11	3	2	11	2	2	6	6	6	6	6	6
11200	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	5	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	12	12	2	2	9	2	3	12	2	9	9	9	2	2	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	16	5	5	4	4	2	4	6	2	5	5	4	16	4	4	5	5	5	5	5	5	4	4	4	4	4	4	4	3	2	4	2	2	6	6	6	6	6	6
11300	6	6	6	6	6	6	9	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	12	12	2	2	2	2	4	12	11	2	2	11	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	16	5	5	4	4	2	4	6	2	5	5	5	5	4	16	16	16	4	16	16	16	4	4	4	4	2	4	2	9	2	2	2	2	6	6	6	6	6	6
11400	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	5	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	4	11	2	2	4	4	11	11	2	2	2	2	2	2	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	2	2	5	5	4	4	4	16	4	4	3	4	6	9	5	5	5	5	4	4	5	5	4	16	5	5	4	4	4	4	4	4	3	3	3	12	3	3	6	6	6	6	6	6
11500	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	11	11	11	11	11	11	2	2	2	2	2	2	2	9	2	9	2	2	11	11	9	11	2	2	7	2	2	2	2	7	2	9	5	5	4	4	4	4	4	4	2	16	6	2	5	5	16	16	4	16	16	16	4	4	5	5	4	4	4	4	12	12	12	3	3	12	2	2	6	6	6	6	6	6
11600	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	3	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	4	4	2	11	2	2	2	2	11	2	11	11	2	9	2	11	2	2	2	2	2	2	2	2	2	2	2	2	6	2	16	4	5	5	5	16	5	16	2	16	6	6	5	5	5	5	4	4	4	16	4	4	5	5	4	4	4	4	12	12	3	3	6	12	2	2	6	6	6	6	6	6
11700	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	12	12	2	2	2	2	4	12	2	2	2	11	2	2	2	2	2	2	2	2	2	9	2	2	2	2	7	2	2	2	2	2	2	2	2	2	1	1	4	4	4	4	4	4	5	5	1	16	6	1	5	5	5	5	4	16	4	4	4	4	5	5	4	4	4	4	4	4	4	3	1	4	1	7	6	6	6	6	6	6
11800	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	16	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	4	4	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	4	4	4	16	4	4	2	4	6	2	5	5	5	5	5	5	5	5	4	16	5	16	4	4	4	4	4	4	2	3	2	11	2	2	6	6	6	6	6	6
11900	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	5	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	11	11	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	4	16	4	4	4	4	4	16	3	4	6	9	4	4	5	5	5	5	4	5	4	4	5	5	4	4	4	4	12	4	3	3	3	12	2	2	6	6	6	6	6	6
12000	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	11	12	2	9	2	2	2	2	2	2	9	2	4	4	12	12	2	2	2	2	3	12	2	2	9	9	2	9	2	2	2	2	2	11	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	3	16	16	5	5	16	4	4	4	3	16	6	2	4	16	5	5	4	4	4	16	4	4	16	16	4	4	3	4	3	12	3	3	3	3	2	2	6	6	6	6	6	6
12100	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	16	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	16	16	4	4	4	16	2	4	6	2	5	5	5	5	3	12	5	5	3	5	4	16	4	4	3	4	3	3	3	3	2	3	2	2	6	6	6	6	6	6
12200	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	2	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	2	14	2	11	6	18	5	5	5	5	4	4	4	16	4	4	5	5	4	4	4	4	4	4	3	3	6	12	2	2	6	6	6	6	6	6
12300	6	6	6	6	6	6	3	3	3	3	4	4	4	4	12	4	16	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	11	2	2	2	2	2	2	2	2	2	3	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	4	4	2	2	2	11	2	2	2	2	2	2	2	9	9	9	2	2	2	2	2	2	2	2	2	11	2	2	2	2	2	2	16	16	5	5	4	4	16	16	1	16	6	7	4	16	5	5	3	4	5	5	4	16	4	16	4	4	3	12	3	3	3	3	2	3	2	2	6	6	6	6	6	6
12400	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	4	5	4	4	4	4	4	4	4	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	11	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	7	2	2	3	2	4	4	4	4	4	4	4	16	2	4	6	3	4	4	5	5	3	4	5	5	5	5	4	16	4	4	1	4	1	8	3	3	3	8	2	2	6	6	6	6	6	6
12500	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	4	5	4	4	4	4	3	4	4	4	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	12	3	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	11	11	2	11	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	9	2	2	1	2	1	7	1	1	1	1	4	4	4	4	4	4	4	16	1	12	6	7	5	5	5	5	4	4	4	16	4	4	5	5	4	4	4	4	4	4	4	3	2	4	2	2	6	6	6	6	6	6
12600	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	16	16	5	5	5	5	5	5	5	5	16	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	9	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	4	4	2	11	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	16	5	5	2	4	6	18	5	16	5	5	3	4	5	5	5	5	5	5	4	4	4	4	4	16	3	3	18	3	2	2	6	6	6	6	6	6
12700	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	3	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	4	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	4	4	2	11	2	2	2	2	2	2	4	4	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	5	5	4	16	2	4	6	2	5	5	5	5	3	12	5	5	5	16	3	5	4	4	4	4	3	3	3	3	2	3	2	2	6	6	6	6	6	6
12800	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	5	16	4	4	5	5	4	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	2	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	4	4	2	2	2	11	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	16	4	4	2	4	6	2	5	5	5	5	2	4	4	16	5	5	5	5	4	4	4	4	4	4	2	3	2	2	2	2	6	6	6	6	6	6
12900	6	6	6	6	6	6	3	3	3	3	4	4	4	4	4	4	4	16	5	5	5	5	5	5	5	5	4	16	4	4	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	12	3	9	2	2	2	2	2	2	2	2	4	4	4	12	2	2	2	2	2	2	11	4	2	11	2	2	2	2	2	2	9	9	9	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	5	5	4	4	2	16	6	2	5	5	5	5	2	4	4	16	5	5	4	4	4	4	4	4	4	4	9	3	2	9	2	2	6	6	6	6	6	6
